"sampid","hid","isolate","datecollected"
"dzd-487","9128028168813840000","2.0","9/9/2018"
"dzd-488","7315068700250800000","2.0","9/9/2018"
"dzd-489","7126483793403810000","2.0","9/9/2018"
"dzd-49","8662889545020910000","1","8/11/2018"
"dzd-490","8757879568037460000","1","9/9/2018"
"dzd-491","8757873568034460000","1","9/9/2018"
"dzd-492","8315078700282810000","1","9/9/2018"
"dzd-493","9131656373435740000","1","9/9/2018"
"dzd-494","6315069700251800000","2.0","9/9/2018"
"dzd-495","7757867568023460000","1","9/9/2018"
"dzd-496","8757867568033460000","1","9/9/2018"
"dzd-497","8320272280422740000","1","9/9/2018"
"dzd-498","4320261280508740000","2.0","9/9/2018"
"dzd-499","6320249280279740000","1","9/9/2018"
"dzd-5","219928676527263000","1","7/30/2018"
"dzd-50","8662901545159910000","1","8/11/2018"
"dzd-500","3245924637188430000","4.0","9/9/2018"
"dzd-501","7197043231300220000","1","9/9/2018"
"dzd-502","802980768633777000","1","9/9/2018"
"dzd-503","7126483793398810000","1","9/9/2018"
"dzd-504","1197035231380220000","1","9/9/2018"
"dzd-505","6126476793381810000","1","9/9/2018"
"dzd-506","877309411828086000","1","9/9/2018"
"dzd-507","4320253280387740000","1","9/9/2018"
"dzd-508","7126481793389810000","1","9/9/2018"
"dzd-509","1802992768767770000","1","9/9/2018"
"dzd-51","3662881545109910000","1","8/11/2018"
"dzd-510","4320253280391740000","1","9/9/2018"
"dzd-511","7126481793389810000","2.0","9/9/2018"
"dzd-512","5320267280512740000","1","9/9/2018"
"dzd-513","7197052231293220000","1","9/9/2018"
"dzd-514","2122689588085910000","1","9/9/2018"
"dzd-515","4320261280501740000","2.0","9/9/2018"
"dzd-516","877305411805086000","1","9/9/2018"
"dzd-517","122694588075913000","1","9/9/2018"
"dzd-518","122698588188913000","1","9/9/2018"
"dzd-519","2122690588091910000","1","9/9/2018"
"dzd-52","3337273455594080000","1","8/11/2018"
"dzd-520","2320238280357740000","1","9/9/2018"
"dzd-521","7197056231313220000","1","9/9/2018"
"dzd-522","197020231252222000","2.0","9/9/2018"
"dzd-523","197030231381222000","1","9/9/2018"
"dzd-524","197020231252222000","1","9/9/2018"
"dzd-525","5197035231283220000","1","9/9/2018"
"dzd-526","4197025231271220000","2.0","9/9/2018"
"dzd-527","7197050231307220000","1","9/9/2018"
"dzd-528","4320263280518740000","1","9/9/2018"
"dzd-529","7197053231297220000","1","9/9/2018"
"dzd-53","6898111792352320000","1","8/11/2018"
"dzd-530","3320244280359740000","2.0","9/9/2018"
"dzd-531","7197055231308220000","1","9/9/2018"
"dzd-532","4320264280515740000","1","9/9/2018"
"dzd-533","1197032231370220000","1","9/9/2018"
"dzd-534","1802988768641770000","2.0","9/9/2018"
"dzd-535","3197046231387220000","1","9/9/2018"
"dzd-536","197020231250222000","1","9/9/2018"
"dzd-537","4197030231271220000","1","9/9/2018"
"dzd-538","5197035231274220000","1","9/9/2018"
"dzd-539","6320248280264740000","1","9/9/2018"
"dzd-54","3662883545117910000","2.0","8/11/2018"
"dzd-540","5320270280529740000","1","9/9/2018"
"dzd-541","4320261280498740000","2.0","9/9/2018"
"dzd-542","3197046231401220000","2.0","9/9/2018"
"dzd-543","7320255280285740000","1","9/9/2018"
"dzd-544","8320273280423740000","1","9/9/2018"
"dzd-545","1754217363492560000","1","9/9/2018"
"dzd-546","1197033231378220000","1","9/9/2018"
"dzd-547","4197027231283220000","1","9/9/2018"
"dzd-548","197020231249222000","1","9/9/2018"
"dzd-549","1754217363491560000","1","9/9/2018"
"dzd-55","6216615776100100000","3.0","8/11/2018"
"dzd-550","5245911637083430000","1","9/9/2018"
"dzd-551","4245908637085430000","1","9/9/2018"
"dzd-552","1197032231364220000","1","9/9/2018"
"dzd-553","3197040231391220000","1","9/9/2018"
"dzd-554","1754217363492560000","1","9/9/2018"
"dzd-555","802987768774777000","1","9/9/2018"
"dzd-556","4197030231271220000","1","9/9/2018"
"dzd-557","3245919637192430000","1","9/9/2018"
"dzd-558","197030231381222000","1","9/9/2018"
"dzd-559","4197025231274220000","1","9/9/2018"
"dzd-56","2337261455581080000","1","8/11/2018"
"dzd-560","3197042231403220000","1","9/9/2018"
"dzd-561","1320236280365740000","1","9/9/2018"
"dzd-562","3197041231389220000","1","9/9/2018"
"dzd-563","7757867568032460000","1","9/9/2018"
"dzd-564","3320252280378740000","1","9/9/2018"
"dzd-565","7757863568026460000","2.0","9/9/2018"
"dzd-566","6320251280385740000","1","9/9/2018"
"dzd-567","5320264280388740000","1","9/9/2018"
"dzd-568","5320263280396740000","1","9/9/2018"
"dzd-569","4320261280501740000","1","9/9/2018"
"dzd-57","7898119792356320000","2.0","8/11/2018"
"dzd-570","1320242280474740000","1","9/9/2018"
"dzd-571","5877325411850080000","1","9/9/2018"
"dzd-572","4122698587986910000","1","9/9/2018"
"dzd-573","4122695587966910000","1","9/9/2018"
"dzd-574","7126480793386810000","1","9/9/2018"
"dzd-575","122694588073913000","1","9/9/2018"
"dzd-576","122697588190913000","2.0","9/9/2018"
"dzd-577","1122697588067910000","2.0","9/9/2018"
"dzd-578","6122710588004910000","1","9/9/2018"
"dzd-579","3122689587960910000","1","9/9/2018"
"dzd-58","9105816413560570000","1","8/11/2018"
"dzd-580","7320255280285740000","1","9/9/2018"
"dzd-581","5122714588113910000","1","9/9/2018"
"dzd-582","6320248280272740000","1","9/9/2018"
"dzd-583","2122690588091910000","2.0","9/9/2018"
"dzd-584","8320263280408740000","1","9/9/2018"
"dzd-585","5122709588123910000","2.0","9/9/2018"
"dzd-586","877319411943086000","1","9/9/2018"
"dzd-587","6122710588001910000","2.0","9/9/2018"
"dzd-588","2122686587964910000","1","9/9/2018"
"dzd-589","4320265280524740000","1","9/9/2018"
"dzd-59","4780070323370730000","1","8/11/2018"
"dzd-590","122697588190913000","1","9/9/2018"
"dzd-591","877305411801086000","1","9/9/2018"
"dzd-592","122697588184913000","1","9/9/2018"
"dzd-593","1459469401683760000","1","9/18/2018"
"dzd-594","983470466870889000","1","9/18/2018"
"dzd-595","2459469401693760000","1","9/18/2018"
"dzd-596","16527533119110800","1","9/18/2018"
"dzd-597","5983484466800880000","1","9/18/2018"
"dzd-598","983472466879889000","1","9/18/2018"
"dzd-599","2459471401676760000","1","9/18/2018"
"dzd-6","219932676546263000","1","7/30/2018"
"dzd-60","6105695412891570000","1","8/11/2018"
"dzd-600","1459463401684760000","1","9/18/2018"
"dzd-601","16527533119110800","2.0","9/18/2018"
"dzd-602","6122715588132910000","1","9/18/2018"
"dzd-603","3540677599002230000","1","9/18/2018"
"dzd-604","3540677599002230000","1","9/18/2018"
"dzd-605","459355401034765000","1","9/18/2018"
"dzd-606","3540677598997230000","1","9/18/2018"
"dzd-607","3983473466772880000","1","9/18/2018"
"dzd-608","1459463401685760000","1","9/18/2018"
"dzd-609","540649598975234000","1","9/18/2018"
"dzd-61","7662884545018910000","1","8/11/2018"
"dzd-610","6877340411880080000","2.0","9/18/2018"
"dzd-611","540654598969234000","1","9/18/2018"
"dzd-612","540654598977234000","1","9/18/2018"
"dzd-613","6877325411858080000","1","9/18/2018"
"dzd-614","983476466879889000","1","9/18/2018"
"dzd-615","8983614467455880000","1","9/18/2018"
"dzd-616","3540677598997230000","1","9/18/2018"
"dzd-617","8990993877338680000","1","9/18/2018"
"dzd-618","5990871876688680000","1","9/18/2018"
"dzd-619","4459480401706760000","3.0","9/18/2018"
"dzd-62","780073323458736000","1","8/11/2018"
"dzd-620","3540676599020230000","1","9/18/2018"
"dzd-621","4990866876684680000","1","9/18/2018"
"dzd-622","540649598975234000","1","9/18/2018"
"dzd-623","2459478401680760000","1","9/18/2018"
"dzd-624","4990869876667680000","1","9/18/2018"
"dzd-625","7983614467453880000","1","9/18/2018"
"dzd-626","3983479466788880000","1","9/18/2018"
"dzd-627","4983474466782880000","1","9/18/2018"
"dzd-628","7983603467460880000","1","9/18/2018"
"dzd-629","983469466872889000","1","9/18/2018"
"dzd-63","8783839528560630000","1","8/11/2018"
"dzd-630","6983603467447880000","1","9/18/2018"
"dzd-631","6877325411855080000","1","9/18/2018"
"dzd-632","4122700588105910000","1","9/18/2018"
"dzd-633","540650598986234000","1","9/18/2018"
"dzd-634","3459487401707760000","1","9/18/2018"
"dzd-635","3540680599014230000","1","9/18/2018"
"dzd-636","2459479401693760000","1","9/18/2018"
"dzd-637","2540670599010230000","2.0","9/18/2018"
"dzd-638","3122694588088910000","3.0","9/18/2018"
"dzd-639","7990988877334680000","1","9/18/2018"
"dzd-64","351623970555927000","1","8/11/2018"
"dzd-640","3122690587974910000","2.0","9/18/2018"
"dzd-641","4122707588109910000","1","9/18/2018"
"dzd-642","6126467793396810000","1","9/18/2018"
"dzd-643","4122696587980910000","1","9/18/2018"
"dzd-644","7983604467458880000","1","9/18/2018"
"dzd-645","7320255280285740000","2.0","9/18/2018"
"dzd-646","6877325411855080000","1","9/18/2018"
"dzd-647","4122696587969910000","1","9/18/2018"
"dzd-648","122697588190913000","1","9/18/2018"
"dzd-649","4990871876679680000","1","9/18/2018"
"dzd-65","8662898545141910000","1","8/11/2018"
"dzd-650","16534533126110800","1","9/18/2018"
"dzd-651","983472466885889000","1","9/18/2018"
"dzd-652","6877325411862080000","6.0","9/18/2018"
"dzd-653","8463122606242660000","1","9/18/2018"
"dzd-654","7463109606223660000","1","9/18/2018"
"dzd-655","877319411954086000","1","9/18/2018"
"dzd-656","7463114606221660000","1","9/18/2018"
"dzd-657","983472466884889000","1","9/18/2018"
"dzd-658","983476466887889000","1","9/18/2018"
"dzd-659","2540675599011230000","1","9/18/2018"
"dzd-66","7662896545147910000","1","8/11/2018"
"dzd-660","2540668598999230000","2.0","9/18/2018"
"dzd-661","540650598986234000","2.0","9/18/2018"
"dzd-662","5459492401710760000","1","9/18/2018"
"dzd-663","3459474401702760000","1","9/18/2018"
"dzd-664","3540675599018230000","1","9/18/2018"
"dzd-665","3540677599001230000","4.0","9/18/2018"
"dzd-666","983469466878889000","1","9/18/2018"
"dzd-667","2540663598992230000","1","9/18/2018"
"dzd-668","3983473466772880000","3.0","9/18/2018"
"dzd-669","983472466885889000","1","9/18/2018"
"dzd-67","7105703412912570000","1","8/11/2018"
"dzd-670","4459480401706760000","1","9/18/2018"
"dzd-671","3540675599016230000","3.0","9/18/2018"
"dzd-672","4459491401706760000","1","9/18/2018"
"dzd-673","2459466401673760000","1","9/18/2018"
"dzd-674","3540677598993230000","1","9/18/2018"
"dzd-675","540655598977234000","1","9/18/2018"
"dzd-676","540653598991234000","1","9/18/2018"
"dzd-677","459352401020765000","1","9/18/2018"
"dzd-678","6122709587998910000","2.0","9/18/2018"
"dzd-679","2540662598996230000","1","9/18/2018"
"dzd-68","9105816413555570000","1","8/11/2018"
"dzd-680","2540673598997230000","1","9/18/2018"
"dzd-681","8983614467460880000","1","9/18/2018"
"dzd-682","6877340411876080000","2.0","9/18/2018"
"dzd-683","4122699588091910000","1","9/18/2018"
"dzd-684","7983604467450880000","1","9/18/2018"
"dzd-685","7983614467448880000","1","9/18/2018"
"dzd-686","877306411805086000","3.0","9/18/2018"
"dzd-687","6877326411858080000","1","9/18/2018"
"dzd-688","122695588074913000","2.0","9/18/2018"
"dzd-689","3452085991807970000","2.0","9/18/2018"
"dzd-69","7105702412897570000","1","8/11/2018"
"dzd-690","9138216206659590000","1","9/18/2018"
"dzd-691","6138206206632590000","1","9/18/2018"
"dzd-692","9138217206652590000","2.0","9/18/2018"
"dzd-693","3452099991814970000","1","9/18/2018"
"dzd-694","9138224206667590000","1","9/18/2018"
"dzd-695","452075991790973000","2.0","9/18/2018"
"dzd-696","548041008856027000","1","9/18/2018"
"dzd-697","9138227206785590000","1","9/18/2018"
"dzd-698","4452095991825970000","2.0","9/18/2018"
"dzd-699","548045008873027000","1","9/18/2018"
"dzd-7","3662881545109910000","1","7/30/2018"
"dzd-70","9105826413555570000","1","8/11/2018"
"dzd-700","548045008873027000","1","9/18/2018"
"dzd-701","6455721196341860000","3.0","9/18/2018"
"dzd-702","6455721196341860000","2.0","9/18/2018"
"dzd-703","1548046008889020000","1","9/18/2018"
"dzd-704","1548042008869020000","4.0","9/18/2018"
"dzd-705","1548047008868020000","2.0","9/18/2018"
"dzd-706","2138196206720590000","1","9/18/2018"
"dzd-707","4452096991805970000","2.0","9/18/2018"
"dzd-708","8308510866911950000","1","9/18/2018"
"dzd-709","8308508866904950000","1","9/18/2018"
"dzd-71","2780061323371730000","1","8/11/2018"
"dzd-710","3138200206750590000","1","9/18/2018"
"dzd-711","5455741196451860000","3.0","9/18/2018"
"dzd-712","2138197206724590000","1","9/18/2018"
"dzd-713","3138200206747590000","1","9/18/2018"
"dzd-714","6548061008783020000","1","9/18/2018"
"dzd-715","9138217206656590000","1","9/18/2018"
"dzd-716","8308517867026950000","1","9/18/2018"
"dzd-717","7548064008803020000","1","9/18/2018"
"dzd-718","3452099991814970000","1","9/18/2018"
"dzd-719","1548046008889020000","1","9/18/2018"
"dzd-72","3898091792324320000","1","8/11/2018"
"dzd-720","7919664187460430000","1","9/18/2018"
"dzd-721","9138230206791590000","1","9/18/2018"
"dzd-722","9138230206802590000","1","9/18/2018"
"dzd-723","9138225206673590000","1","9/18/2018"
"dzd-724","3452096991804970000","1","9/18/2018"
"dzd-725","7548067008790020000","1","9/18/2018"
"dzd-726","5455742196463860000","3.0","9/18/2018"
"dzd-727","8138212206654590000","1","9/18/2018"
"dzd-728","4138217206754590000","1","9/18/2018"
"dzd-729","2452094991815970000","1","9/18/2018"
"dzd-73","7662883545019910000","1","8/11/2018"
"dzd-730","3452098991815970000","1","9/18/2018"
"dzd-731","5455733196442860000","1","9/18/2018"
"dzd-732","7308503866895950000","1","9/18/2018"
"dzd-733","4459487401707760000","1","9/18/2018"
"dzd-734","7308503866895950000","1","9/18/2018"
"dzd-735","4452104991820970000","4.0","9/18/2018"
"dzd-736","9138217206658590000","1","9/18/2018"
"dzd-737","1452078991786970000","1","9/18/2018"
"dzd-738","4459487401707760000","2.0","9/18/2018"
"dzd-739","3990856876679680000","4.0","9/18/2018"
"dzd-74","8780210324064730000","1","8/11/2018"
"dzd-740","3983476466767880000","1","9/18/2018"
"dzd-741","7990991877349680000","1","9/18/2018"
"dzd-742","4459480401707760000","1","9/18/2018"
"dzd-743","4990857876666680000","1","9/18/2018"
"dzd-744","983476466886889000","2.0","9/18/2018"
"dzd-745","6990883876701680000","2.0","9/18/2018"
"dzd-746","452074991774973000","1","9/18/2018"
"dzd-747","6990883876702680000","1","9/18/2018"
"dzd-748","8990995877346680000","2.0","9/18/2018"
"dzd-749","452067991776973000","1","9/18/2018"
"dzd-75","1780076323486730000","1","8/11/2018"
"dzd-750","3990866876671680000","1","9/18/2018"
"dzd-751","2459470401695760000","1","9/18/2018"
"dzd-752","540654598977234000","1","9/18/2018"
"dzd-753","4452100991824970000","1","9/18/2018"
"dzd-754","5990868876694680000","1","9/18/2018"
"dzd-755","8990993877342680000","2.0","9/18/2018"
"dzd-756","5455740196457860000","1","9/18/2018"
"dzd-757","452070991781973000","1","9/18/2018"
"dzd-758","5990877876688680000","2.0","9/18/2018"
"dzd-759","6455725196337860000","1","9/18/2018"
"dzd-76","3898090792323320000","1","8/11/2018"
"dzd-760","1548045008884020000","1","9/18/2018"
"dzd-761","452073991773973000","1","9/18/2018"
"dzd-762","5455733196444860000","1","9/18/2018"
"dzd-763","6990876876683680000","1","9/18/2018"
"dzd-764","4452095991824970000","2.0","9/18/2018"
"dzd-765","4452095991824970000","1","9/18/2018"
"dzd-766","1459466401666760000","1","9/18/2018"
"dzd-767","1754219363478560000","1","9/18/2018"
"dzd-768","2452084991790970000","1","9/18/2018"
"dzd-769","4122693587963910000","3.0","9/18/2018"
"dzd-77","3898091792322320000","1","8/11/2018"
"dzd-770","4452101991804970000","2.0","9/18/2018"
"dzd-771","6990877876686680000","2.0","9/18/2018"
"dzd-772","6455725196337860000","2.0","9/18/2018"
"dzd-773","548039008875027000","1","9/18/2018"
"dzd-774","548041008856027000","1","9/18/2018"
"dzd-775","5990874876677680000","1","9/18/2018"
"dzd-776","6455725196337860000","3.0","9/18/2018"
"dzd-777","540661598972234000","1","9/18/2018"
"dzd-778","540650598986234000","1","9/18/2018"
"dzd-779","8991000877344680000","1","9/18/2018"
"dzd-78","8898125792362320000","1","8/11/2018"
"dzd-780","5990873876696680000","1","9/18/2018"
"dzd-781","1990839876632680000","1","9/18/2018"
"dzd-782","3990852876656680000","1","9/18/2018"
"dzd-783","3990855876675680000","2.0","9/18/2018"
"dzd-784","1540660598976230000","1","9/18/2018"
"dzd-785","2138194206733590000","2.0","10/7/2018"
"dzd-786","2138196206721590000","1","10/7/2018"
"dzd-787","3865583998590300000","1","10/7/2018"
"dzd-788","6548062008787020000","2.0","10/7/2018"
"dzd-789","8581142075187240000","1","10/7/2018"
"dzd-79","4780070323370730000","1","8/11/2018"
"dzd-790","3865580998598300000","1","10/7/2018"
"dzd-791","6138206206639590000","2.0","10/7/2018"
"dzd-792","3452093991814970000","1","10/7/2018"
"dzd-793","8138211206648590000","1","10/7/2018"
"dzd-794","548040008873027000","3.0","10/7/2018"
"dzd-795","4138216206755590000","1","10/7/2018"
"dzd-796","6548055008783020000","1","10/7/2018"
"dzd-797","6865579998486300000","1","10/7/2018"
"dzd-798","6865576998497300000","1","10/7/2018"
"dzd-799","865556998436302000","1","10/7/2018"
"dzd-8","7230115297569440000","1","7/30/2018"
"dzd-80","8898125792362320000","1","8/11/2018"
"dzd-800","134446001448697000","1","10/7/2018"
"dzd-801","865560998564302000","1","10/7/2018"
"dzd-802","865556998440302000","1","10/7/2018"
"dzd-803","865556998439302000","1","10/7/2018"
"dzd-804","1865562998445300000","1","10/7/2018"
"dzd-805","865556998436302000","1","10/7/2018"
"dzd-806","134445001451697000","1","10/7/2018"
"dzd-807","865558998443302000","1","10/7/2018"
"dzd-808","2452080991797970000","1","10/7/2018"
"dzd-809","4020186737782000000","4.0","10/7/2018"
"dzd-81","3780069323360730000","1","8/11/2018"
"dzd-810","5020303738431000000","1","10/7/2018"
"dzd-811","3020184737772000000","1","10/7/2018"
"dzd-812","865560998552302000","1","10/7/2018"
"dzd-813","865558998444302000","1","10/7/2018"
"dzd-814","6865579998478300000","1","10/7/2018"
"dzd-815","865555998426302000","2.0","10/7/2018"
"dzd-816","6865579998480300000","1","10/7/2018"
"dzd-817","20158737745006800","2.0","10/7/2018"
"dzd-818","326666112928593000","1","10/7/2018"
"dzd-819","3426392335298540000","1","10/7/2018"
"dzd-82","3898085792325320000","1","8/11/2018"
"dzd-820","6769608981408240000","1","10/7/2018"
"dzd-821","2673329886964400000","1","10/7/2018"
"dzd-822","3769614981494240000","1","10/7/2018"
"dzd-823","4769624981520240000","1","10/7/2018"
"dzd-824","2020176737773000000","1","10/7/2018"
"dzd-825","6020309738435000000","4.0","10/7/2018"
"dzd-826","4577372869898350000","2.0","10/7/2018"
"dzd-827","5020303738431000000","1","10/7/2018"
"dzd-828","3020184737769000000","1","10/7/2018"
"dzd-829","6422783130708640000","2.0","10/7/2018"
"dzd-83","8780207324046730000","1","8/11/2018"
"dzd-830","865556998443302000","1","10/7/2018"
"dzd-831","1577382870003350000","1","10/7/2018"
"dzd-832","4138205206743590000","2.0","10/7/2018"
"dzd-833","1673344887086400000","1","10/7/2018"
"dzd-834","4426396335202540000","1","10/7/2018"
"dzd-835","1673345887085400000","1","10/7/2018"
"dzd-836","673339887080406000","1","10/7/2018"
"dzd-837","1673350887089400000","1","10/7/2018"
"dzd-838","1673345887083400000","1","10/7/2018"
"dzd-839","2020178737759000000","1","10/7/2018"
"dzd-84","2897977791665320000","1","8/11/2018"
"dzd-840","3020188737788000000","1","10/7/2018"
"dzd-841","5020304738432000000","1","10/7/2018"
"dzd-842","7581029074537240000","1","10/7/2018"
"dzd-843","5577385869911350000","1","10/7/2018"
"dzd-844","3577366869878350000","1","10/7/2018"
"dzd-845","3020177737784000000","1","10/7/2018"
"dzd-846","3577366869878350000","1","10/7/2018"
"dzd-847","20158737759006800","1","10/7/2018"
"dzd-848","7577397869931350000","1","10/7/2018"
"dzd-849","6020309738434000000","1","10/7/2018"
"dzd-85","219934676525263000","1","8/11/2018"
"dzd-850","20156737741006800","1","10/7/2018"
"dzd-851","20162737743006800","1","10/7/2018"
"dzd-852","7422790130732640000","1","10/7/2018"
"dzd-853","6020309738439000000","1","10/7/2018"
"dzd-854","6422787130711640000","1","10/7/2018"
"dzd-855","5577391870042350000","3.0","10/7/2018"
"dzd-856","2577365869879350000","1","10/7/2018"
"dzd-857","3577368869885350000","1","10/7/2018"
"dzd-858","4577374869900350000","1","10/7/2018"
"dzd-859","6577391869916350000","2.0","10/7/2018"
"dzd-86","7662896545143910000","3.0","8/11/2018"
"dzd-860","5577391870041350000","2.0","10/7/2018"
"dzd-861","8581145075203240000","1","10/7/2018"
"dzd-862","6577397870042350000","2.0","10/7/2018"
"dzd-863","7577399870043350000","1","10/7/2018"
"dzd-864","4577374869903350000","1","10/7/2018"
"dzd-865","6422787130711640000","1","10/7/2018"
"dzd-866","4577372869898350000","1","10/7/2018"
"dzd-867","6577396870049350000","1","10/7/2018"
"dzd-868","5577389870027350000","1","10/7/2018"
"dzd-869","6577393870027350000","1","10/7/2018"
"dzd-87","4898095792343320000","1","8/11/2018"
"dzd-870","7422789130725640000","1","10/7/2018"
"dzd-871","6577397870047350000","3.0","10/7/2018"
"dzd-872","3577370869876350000","1","10/7/2018"
"dzd-873","6577397870043350000","4.0","10/7/2018"
"dzd-874","3020184737772000000","1","10/7/2018"
"dzd-875","7020324738464000000","1","10/7/2018"
"dzd-876","5020300738442000000","1","10/7/2018"
"dzd-877","3020189737786000000","1","10/7/2018"
"dzd-878","4426397335198540000","1","10/7/2018"
"dzd-879","4426399335310540000","1","10/7/2018"
"dzd-88","3898089792340320000","1","8/11/2018"
"dzd-880","4426397335202540000","1","10/7/2018"
"dzd-881","7020310738448000000","2.0","10/7/2018"
"dzd-882","3326692112972590000","1","10/7/2018"
"dzd-883","3426388335176540000","2.0","10/7/2018"
"dzd-884","3577371869877350000","1","10/7/2018"
"dzd-885","4426399335311540000","2.0","10/7/2018"
"dzd-886","1326678112944590000","1","10/7/2018"
"dzd-887","3326692112977590000","1","10/7/2018"
"dzd-888","3673335886964400000","1","10/7/2018"
"dzd-889","1326667112941590000","1","10/7/2018"
"dzd-89","4898091792334320000","1","8/11/2018"
"dzd-890","3326690112963590000","1","10/7/2018"
"dzd-891","326674112940593000","1","10/7/2018"
"dzd-892","1326666112937590000","1","10/7/2018"
"dzd-893","3326691112960590000","1","10/7/2018"
"dzd-894","2020182737779000000","6.0","10/7/2018"
"dzd-895","673343887065406000","1","10/7/2018"
"dzd-896","2673329886968400000","2.0","10/7/2018"
"dzd-897","5769600981390240000","1","10/7/2018"
"dzd-898","1326681112958590000","1","10/7/2018"
"dzd-899","3769615981496240000","1","10/7/2018"
"dzd-9","3662881545109910000","1","7/30/2018"
"dzd-90","1780077323488730000","1","8/11/2018"
"dzd-900","2326687112967590000","2.0","10/7/2018"
"dzd-901","3769615981498240000","1","10/7/2018"
"dzd-902","4769624981517240000","1","10/7/2018"
"dzd-903","4769615981510240000","1","10/7/2018"
"dzd-904","3769614981500240000","1","10/7/2018"
"dzd-905","3326686112962590000","2.0","10/7/2018"
"dzd-906","2020182737780000000","2.0","10/7/2018"
"dzd-907","2673328886954400000","1","10/7/2018"
"dzd-908","2020168737759000000","1","10/7/2018"
"dzd-909","2020178737760000000","1","10/7/2018"
"dzd-91","7898120792355320000","1","8/11/2018"
"dzd-910","3020184737768000000","2.0","10/7/2018"
"dzd-911","1673347887065400000","1","10/7/2018"
"dzd-912","4426399335312540000","1","10/7/2018"
"dzd-913","3326686112963590000","1","10/7/2018"
"dzd-914","2326677112942590000","1","10/7/2018"
"dzd-915","1326679112953590000","1","10/7/2018"
"dzd-916","2673330886961400000","1","10/7/2018"
"dzd-917","326667112934593000","1","10/7/2018"
"dzd-918","5577389870027350000","1","10/7/2018"
"dzd-919","2326677112945590000","1","10/7/2018"
"dzd-92","7105699412909570000","1","8/11/2018"
"dzd-920","5577386869917350000","5.0","10/7/2018"
"dzd-921","3326685112971590000","1","10/7/2018"
"dzd-922","2673327886948400000","1","10/7/2018"
"dzd-923","6769613981402240000","1","10/7/2018"
"dzd-924","7677099092257300000","1","10/7/2018"
"dzd-925","5789381258870650000","1","10/7/2018"
"dzd-926","2020180737775000000","1","10/7/2018"
"dzd-927","2673328886952400000","2.0","10/7/2018"
"dzd-928","3769607981382240000","2.0","10/7/2018"
"dzd-929","8677111092279300000","1","10/7/2018"
"dzd-93","4102043208241670000","1","8/11/2018"
"dzd-930","8769631981418240000","1","10/7/2018"
"dzd-931","6769613981399240000","2.0","10/7/2018"
"dzd-932","8673353887016400000","1","10/7/2018"
"dzd-933","3230408018423750000","1","10/7/2018"
"dzd-934","8677106092275300000","1","10/7/2018"
"dzd-935","7677100092259300000","1","10/7/2018"
"dzd-936","326660112935593000","1","10/7/2018"
"dzd-937","6769607981402240000","1","10/7/2018"
"dzd-938","3673345887103400000","1","10/7/2018"
"dzd-939","326667112935593000","1","10/7/2018"
"dzd-94","6105697412902570000","1","8/11/2018"
"dzd-940","3673345887095400000","1","10/7/2018"
"dzd-941","3020184737769000000","1","10/7/2018"
"dzd-942","3326684112961590000","1","10/7/2018"
"dzd-943","1326667112949590000","1","10/7/2018"
"dzd-944","20159737757006800","1","10/7/2018"
"dzd-945","3230418018545750000","1","10/7/2018"
"dzd-946","7677099092256300000","1","10/7/2018"
"dzd-947","7769627981420240000","3.0","10/7/2018"
"dzd-948","5769603981407240000","1","10/7/2018"
"dzd-949","3230408018424750000","1","10/7/2018"
"dzd-95","8105818413561570000","1","8/11/2018"
"dzd-950","4769621981506240000","2.0","10/7/2018"
"dzd-951","3230417018547750000","1","10/7/2018"
"dzd-952","7677099092257300000","1","10/7/2018"
"dzd-953","8677114092291300000","1","10/7/2018"
"dzd-954","8769631981417240000","2.0","10/7/2018"
"dzd-955","8677110092271300000","1","10/7/2018"
"dzd-956","8677110092269300000","1","10/7/2018"
"dzd-957","5789376258866650000","1","10/7/2018"
"dzd-958","8677104092265300000","1","10/7/2018"
"dzd-959","4230421018575750000","1","10/7/2018"
"dzd-96","4898094792341320000","2.0","8/11/2018"
"dzd-960","8769631981428240000","3.0","10/7/2018"
"dzd-961","210643741054349000","1","10/7/2018"
"dzd-962","5657334814776900000","1","10/7/2018"
"dzd-963","5657331814779900000","1","10/7/2018"
"dzd-964","3789385258983650000","1","10/7/2018"
"dzd-965","5455734196446860000","3.0","10/7/2018"
"dzd-966","789365258967650000","1","10/7/2018"
"dzd-967","210634741040349000","1","10/7/2018"
"dzd-968","4789372258876650000","1","10/7/2018"
"dzd-969","4789376258870650000","1","10/7/2018"
"dzd-97","7898124792375320000","1","8/11/2018"
"dzd-970","4657326814749900000","1","10/7/2018"
"dzd-971","210634741044349000","1","10/7/2018"
"dzd-972","1789382258979650000","1","10/7/2018"
"dzd-973","4657327814754900000","1","10/7/2018"
"dzd-974","1210641741049340000","1","10/7/2018"
"dzd-975","4657327814751900000","1","10/7/2018"
"dzd-976","4657325814767900000","1","10/7/2018"
"dzd-977","6232304127415300000","1","10/7/2018"
"dzd-978","5214409946368240000","1","10/7/2018"
"dzd-979","7214400946254240000","1","10/7/2018"
"dzd-98","1780079323469730000","1","8/11/2018"
"dzd-980","6214410946245240000","1","10/7/2018"
"dzd-981","1210642741051340000","1","10/7/2018"
"dzd-982","5657334814768900000","1","10/7/2018"
"dzd-983","4657322814752900000","1","10/7/2018"
"dzd-984","5657334814762900000","1","10/7/2018"
"dzd-985","4789372258872650000","1","10/7/2018"
